pathway,tissue,weighting_variant,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
REACTOME_INTERFERON_SIGNALING,colon,significant_only,0.0,-2.2363106977158687,0.0,-2.172697597206605,0.0,0.0,0.0,-1.3563774912679685,0.0,0.0,0.0,-2.7170797957771664,0.0,0.0,0.0,-2.494841163989068
REACTOME_COMPLEMENT_CASCADE,colon,all_nes,-2.067627381664052,1.1623528443927138,-0.4843814068761921,-0.5679156201547519,1.6184173488270297,0.9189229462859504,2.107659495049362,-1.0674729456918066,2.121151761230821,1.0679237163494135,-0.8459416487924586,-2.200462203165395,-1.5437426223440622,1.2665629586171752,1.025759263248218,-2.4532625152044103
REACTOME_COMPLEMENT_CASCADE,colon,significant_only,-2.067627381664052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.121151761230821,0.0,0.0,-2.200462203165395,0.0,0.0,0.0,-2.4532625152044103
KEGG_IL17_SIGNALING_PATHWAY,colon,all_nes,-1.9037309026158904,-2.045280044544172,1.271977350006819,-1.2001810591823103,0.980860858261008,1.6140096403426112,-0.6086357272109412,-1.220566633282927,-1.3143194674205496,1.3837189142149349,1.0873568587074265,-1.253013456829296,-2.2680684352441425,0.6051483079602277,-1.3661977764125683,-2.421937949878906
KEGG_IL17_SIGNALING_PATHWAY,colon,significant_only,-1.9037309026158904,-2.045280044544172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2680684352441425,0.0,0.0,-2.421937949878906
KEGG_JAK_STAT_SIGNALING_PATHWAY,colon,all_nes,1.054543534967587,-1.3395585577968128,1.38234335443451,-1.3649843159800823,0.849062853552958,1.6370942531505437,0.5198665391650298,-1.218114854841021,0.5209080633474014,1.3215353435642323,-0.837986047371256,-1.8387428874603051,-1.1909032411466882,0.9618987101084636,1.174638330209128,-1.2561566218262403
KEGG_JAK_STAT_SIGNALING_PATHWAY,colon,significant_only,0.0,0.0,0.0,0.0,0.0,1.6370942531505437,0.0,0.0,0.0,0.0,0.0,-1.8387428874603051,0.0,0.0,0.0,0.0
KEGG_TH17_CELL_DIFFERENTIATION,colon,all_nes,0.548576215662776,-1.827243254874104,1.5684069759417671,-1.049675606154404,-1.3734112517564798,-0.8987880880059474,1.4379178528868926,-1.4681628456379912,1.200710904687211,1.0837369020557297,-1.5384675549284392,-2.150143761462595,-1.7742000618883205,1.1437112356468344,1.4247902212586203,-1.8111343135368048
KEGG_TH17_CELL_DIFFERENTIATION,colon,significant_only,0.0,-1.827243254874104,1.5684069759417671,0.0,0.0,0.0,0.0,-1.4681628456379912,0.0,0.0,0.0,-2.150143761462595,-1.7742000618883205,0.0,0.0,-1.8111343135368048
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,colon,all_nes,-1.5143245805522816,-2.1012747209461837,1.6532304190438818,-1.722139407613415,-1.3960109664350004,0.7583056567345761,1.1205446367856748,-1.3214947522865916,0.6111577673073306,1.1070338477379902,-1.082289564311787,-2.1214395000936603,-1.3372594571254892,1.000252963489519,-1.517631583725238,-1.832429554808831
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY,colon,significant_only,0.0,-2.1012747209461837,1.6532304190438818,-1.722139407613415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.1214395000936603,0.0,0.0,0.0,-1.832429554808831
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,colon,all_nes,0.9269544372269,-1.598402684039608,-0.6431980930422045,-0.5561915630092911,1.167246449960644,1.6113199462104415,1.5050308956426688,-0.6052650916610256,1.4779627577188266,1.166313181535798,-0.8151260559185258,-1.545166876525771,-1.1961041362557283,1.32233896043182,-1.067830344425103,-2.131971269249304
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES,colon,significant_only,0.0,-1.598402684039608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.131971269249304
REACTOME_COLLAGEN_FORMATION,colon,all_nes,0.9168555286453718,0.9333186899738396,1.2915565866424268,1.284276254880265,-1.209748742148969,1.7265308782783693,0.9652795450949474,1.4936980983295518,1.436001521726374,1.548409419334857,1.1558782173865976,0.5283232449535917,2.0276299702439866,1.6292042464703942,-1.2876242607393704,1.0525624382798895
REACTOME_COLLAGEN_FORMATION,colon,significant_only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.548409419334857,0.0,0.0,2.0276299702439866,1.6292042464703942,0.0,0.0
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,colon,all_nes,0.8863431085332008,1.0387017433159391,1.4906905894209967,1.1949714382295926,-1.3389545468452997,1.47374466414099,1.146878726997865,1.595035033329572,1.4313767759247906,1.5115669913688308,1.1111181570522728,0.7669983735282399,2.085474019245628,1.6959934777047976,-1.1121396059446833,1.7152403126367808
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,colon,significant_only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.085474019245628,1.6959934777047976,0.0,1.7152403126367808
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,colon,all_nes,0.9324747061784384,-0.6772471143669724,1.2251963970830742,0.910147619167,-1.3013147952205082,1.683259041321317,0.9164685155354974,0.0,1.589064019764361,1.7613643238027703,1.1429273274338978,0.9023005376821572,1.4534715380213892,1.448286320583891,-0.8626910392732621,0.942169209693313
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,colon,significant_only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.589064019764361,1.7613643238027703,0.0,0.0,0.0,1.448286320583891,0.0,0.0
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX,colon,all_nes,0.8805126673386682,-0.86618089558879,1.21353557178514,-0.8547725983958332,0.9904708815515224,1.1441011575248958,-1.2728728108999856,1.1008157764967426,-1.4771201539835297,1.4792637156695525,1.3757563600115004,0.9353507815803672,-1.6426129874605095,1.4035744040524434,1.2787223471811378,0.9673352676119112
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX,colon,significant_only,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6426129874605095,0.0,0.0,0.0
