gene,train_mean_pre_zscore,train_std_pre_zscore,std_used,near_zero_std,residualized
ZNF727,1.8774841,1.1241921,1.1241921,False,False
PPM1F,4.4133854,0.7088825,0.7088825,False,False
GALNT13,0.7716461,0.92392194,0.92392194,False,False
MAD2L1,4.0982513,0.7459431,0.7459431,False,False
FBXO41,2.6103861,0.753077,0.753077,False,False
SYNGAP1,2.6562803,0.69551086,0.69551086,False,False
IL18,5.209818,0.7592221,0.7592221,False,False
PRICKLE2,3.6887245,0.9603863,0.9603863,False,False
KCNQ3,1.2689054,1.2038319,1.2038319,False,False
KIF26A,2.876034,1.1236995,1.1236995,False,False
FLVCR2,4.6690674,1.0960159,1.0960159,False,False
KLF5,7.88048,1.1253192,1.1253192,False,False
ARNT2,2.597506,0.8320821,0.8320821,False,False
HLA-E,9.403838,0.6183166,0.6183166,False,False
TNFRSF11A,6.067065,1.1438301,1.1438301,False,False
TPST1,2.3835173,0.7662444,0.7662444,False,False
JAZF1,2.9284277,0.60484654,0.60484654,False,False
HDHD3,6.0688915,0.6222654,0.6222654,False,False
VEGFC,1.244262,0.70011055,0.70011055,False,False
NLGN4X,2.1550672,0.7955329,0.7955329,False,False
ARHGEF40,5.4171214,0.85340774,0.85340774,False,False
SNED1,3.832766,0.8525505,0.8525505,False,False
FOXJ1,1.1396646,0.84610826,0.84610826,False,False
ALDH1B1,5.821675,0.7132781,0.7132781,False,False
NTN4,4.6243305,0.8652191,0.8652191,False,False
KCNG1,1.7787911,1.0675664,1.0675664,False,False
WNK1,6.346908,0.782082,0.782082,False,False
LFNG,5.5456424,0.75095934,0.75095934,False,False
ABCA3,2.4082842,0.7532977,0.7532977,False,False
FABP4,1.2269622,0.85662526,0.85662526,False,False
ITGA1,6.166741,0.8833982,0.8833982,False,False
MYRF,3.9680085,0.99226713,0.99226713,False,False
IFFO1,2.9207804,0.8244842,0.8244842,False,False
HIF3A,1.1009787,0.70391613,0.70391613,False,False
HOOK2,5.443848,0.6138744,0.6138744,False,False
ANKRD20A1,1.3012867,0.7793496,0.7793496,False,False
MPP1,4.6873393,0.98723406,0.98723406,False,False
CARD10,5.809317,0.8310347,0.8310347,False,False
DDX21,6.502324,0.9370278,0.9370278,False,False
WFDC1,2.7832928,0.73427796,0.73427796,False,False
DBNDD1,1.404206,0.6970689,0.6970689,False,False
YBX2,2.7141464,1.024408,1.024408,False,False
FSTL3,2.1660423,0.90590966,0.90590966,False,False
C1QTNF7,1.4174643,0.6633806,0.6633806,False,False
TMEM229B,4.1015,1.0291691,1.0291691,False,False
PLCL1,1.9707255,0.73978806,0.73978806,False,False
NGFR,1.2779863,0.8304734,0.8304734,False,False
SH3YL1,5.9291105,0.8830953,0.8830953,False,False
UBASH3A,2.1124663,0.8879121,0.8879121,False,False
EFNA2,4.2482615,1.0452487,1.0452487,False,False
CNNM4,6.216055,1.3529993,1.3529993,False,False
LIMS2,2.6368518,1.025474,1.025474,False,False
PARP1,6.3668227,0.6080236,0.6080236,False,False
ADA,2.2133682,0.79865986,0.79865986,False,False
MMP16,1.1396636,0.6988683,0.6988683,False,False
BMPER,1.5500144,0.7435816,0.7435816,False,False
NRXN1,2.6368954,1.0743263,1.0743263,False,False
OXCT1,5.016046,0.7389894,0.7389894,False,False
RGL1,4.4301577,0.7105957,0.7105957,False,False
CLEC1A,1.1559155,0.5819232,0.5819232,False,False
AOAH,4.8262277,0.73989713,0.73989713,False,False
ZNF512B,2.9612508,0.9004934,0.9004934,False,False
LIMS1,5.494896,0.66033536,0.66033536,False,False
UBTD1,1.227981,0.62669665,0.62669665,False,False
KCNMA1,5.11714,0.77764153,0.77764153,False,False
MYBBP1A,4.869503,0.6391368,0.6391368,False,False
DGAT2,2.8262908,0.7994795,0.7994795,False,False
CPNE8,4.258465,1.2137601,1.2137601,False,False
RAI1,3.9949353,0.6746862,0.6746862,False,False
JAG2,3.060291,0.82367164,0.82367164,False,False
SSC5D,1.6551459,0.8469512,0.8469512,False,False
NEDD4L,6.8161592,0.9290187,0.9290187,False,False
FCER1A,1.5560418,0.73866254,0.73866254,False,False
TSHR,1.0929582,0.6175609,0.6175609,False,False
CDKN1A,7.438407,0.9004095,0.9004095,False,False
DDX43,0.80749196,0.548463,0.548463,False,False
OSBPL10,4.0537496,0.687628,0.687628,False,False
HERC5,2.798336,0.8022977,0.8022977,False,False
TTC22,5.683004,0.89649063,0.89649063,False,False
AMT,4.270262,0.5945063,0.5945063,False,False
QPCT,3.041631,0.8872238,0.8872238,False,False
ALKBH7,5.649668,0.7460985,0.7460985,False,False
MYO1B,6.4946837,0.99574214,0.99574214,False,False
GOLM1,8.089497,1.3277314,1.3277314,False,False
ZNF275,3.7815154,0.6565006,0.6565006,False,False
SAT2,4.6836505,1.0939902,1.0939902,False,False
SMO,2.4556203,0.67876977,0.67876977,False,False
NAV2,4.062178,0.75997436,0.75997436,False,False
FLRT3,3.1787155,1.0761982,1.0761982,False,False
TMED3,5.8469195,0.7500685,0.7500685,False,False
PKMYT1,2.628534,0.73149097,0.73149097,False,False
BICD1,2.6532986,0.81115186,0.81115186,False,False
ANKRD29,1.7426002,0.91774684,0.91774684,False,False
PXK,4.298939,0.74251264,0.74251264,False,False
NLGN1,1.1168191,0.75886136,0.75886136,False,False
FAM111B,4.06936,0.9525945,0.9525945,False,False
SLC39A6,4.4941883,0.7477094,0.7477094,False,False
KRT19,10.151684,1.1547186,1.1547186,False,False
LITAF,7.0978084,0.9958029,0.9958029,False,False
CHRM4,1.8493954,1.38686,1.38686,False,False
CEL,0.90218836,0.7161458,0.7161458,False,False
SRRM2,7.645713,0.6928576,0.6928576,False,False
DNPH1,5.274989,0.6656145,0.6656145,False,False
KCNK1,4.8320704,1.020793,1.020793,False,False
DHCR7,4.60534,0.7862121,0.7862121,False,False
IGSF10,1.5457463,0.72889584,0.72889584,False,False
SH3RF3,2.6453593,0.670831,0.670831,False,False
CD276,4.343924,0.7564166,0.7564166,False,False
SPOCK1,1.0776086,0.82068765,0.82068765,False,False
PALD1,2.9153268,0.79220444,0.79220444,False,False
CLDN4,8.679059,1.249957,1.249957,False,False
TRERF1,3.6241772,0.72452843,0.72452843,False,False
FOXP2,3.576139,0.9477917,0.9477917,False,False
CHRD,1.8008071,0.73761743,0.73761743,False,False
NFKBIE,3.9416542,0.6144016,0.6144016,False,False
MAP1A,2.5469306,0.7731865,0.7731865,False,False
GPT2,3.7390232,0.87364286,0.87364286,False,False
CBX5,6.4629974,0.8261928,0.8261928,False,False
NDE1,4.630704,0.6513854,0.6513854,False,False
CEP170B,6.4396625,0.9455246,0.9455246,False,False
TBC1D4,5.4521194,0.85849535,0.85849535,False,False
KREMEN1,5.248525,0.862268,0.862268,False,False
ARHGAP11A,4.216886,0.78486043,0.78486043,False,False
LGALS3BP,8.455031,1.1399953,1.1399953,False,False
ABCG1,5.7506256,0.8820132,0.8820132,False,False
OPLAH,4.8775244,0.7193744,0.7193744,False,False
LAG3,1.5881355,1.0601293,1.0601293,False,False
IL6R,5.824515,0.8877728,0.8877728,False,False
ULK3,5.5616245,0.8353573,0.8353573,False,False
DBP,3.3210666,1.007501,1.007501,False,False
CLCN7,5.0636487,0.6604485,0.6604485,False,False
POU2F3,1.1865604,0.6428595,0.6428595,False,False
HSPA5,8.134501,0.9095676,0.9095676,False,False
HOXA11-AS,2.2002022,1.4336386,1.4336386,False,False
NINJ1,3.7215488,1.0386181,1.0386181,False,False
AGTR1,0.7908441,0.58391035,0.58391035,False,False
CDCA8,3.5294867,0.77579236,0.77579236,False,False
FXYD6,2.3494332,0.96575296,0.96575296,False,False
KLHL29,2.256442,0.7054548,0.7054548,False,False
KRT20,10.321096,1.5269803,1.5269803,False,False
LTBP4,5.937776,0.95806164,0.95806164,False,False
KAZALD1,3.8302865,0.71657366,0.71657366,False,False
IL5RA,1.1890721,0.62381834,0.62381834,False,False
TLE2,3.5442538,1.2379422,1.2379422,False,False
BNC2,3.0612504,0.859391,0.859391,False,False
BAG2,3.0649137,0.85041386,0.85041386,False,False
TMEM63A,6.10073,0.7774886,0.7774886,False,False
SLC2A10,4.4029617,1.0227028,1.0227028,False,False
RASAL1,3.0281553,0.9121809,0.9121809,False,False
TRIM58,1.4616282,1.0349885,1.0349885,False,False
HGD,4.651168,0.93685895,0.93685895,False,False
ECM2,2.4094164,1.0750968,1.0750968,False,False
PARVB,2.5838652,0.8902332,0.8902332,False,False
ASB13,5.341791,0.7035032,0.7035032,False,False
TAF4B,3.2605178,0.7899882,0.7899882,False,False
DACT1,2.9111004,0.6982696,0.6982696,False,False
HMOX1,5.41671,0.9034739,0.9034739,False,False
IGFLR1,2.6262903,1.0190715,1.0190715,False,False
MAP3K14,4.184737,0.6514266,0.6514266,False,False
RBM47,8.1970005,0.8513047,0.8513047,False,False
LDB3,1.0766734,0.6979609,0.6979609,False,False
SLC46A3,6.3729835,1.2386289,1.2386289,False,False
TTC38,7.0236144,0.7660838,0.7660838,False,False
RASD1,3.3267057,0.9182771,0.9182771,False,False
NAP1L1,6.439119,0.79147434,0.79147434,False,False
LGMN,6.4827027,0.7973838,0.7973838,False,False
CLSPN,3.2443924,0.75861216,0.75861216,False,False
KLHL13,2.9063752,0.79078627,0.79078627,False,False
HSD3B7,4.5600276,0.7035533,0.7035533,False,False
PSAP,9.421841,0.87825674,0.87825674,False,False
HCFC1,5.5525126,0.67308325,0.67308325,False,False
DHRS1,4.1564198,0.72092503,0.72092503,False,False
PEG3,1.6929773,0.75645995,0.75645995,False,False
AMOTL2,3.8055415,0.8462765,0.8462765,False,False
ARSD,6.3686256,0.9647409,0.9647409,False,False
MAGEH1,3.1837196,0.7563966,0.7563966,False,False
HSH2D,4.112601,0.76449555,0.76449555,False,False
TMEM204,2.9486308,0.78222156,0.78222156,False,False
TAPBP,7.579067,0.8623266,0.8623266,False,False
PPM1K,4.4883513,0.87497777,0.87497777,False,False
SPATA20,5.4365683,0.71034276,0.71034276,False,False
SGTB,3.1048121,0.77933705,0.77933705,False,False
TMEM141,6.0940785,1.1138386,1.1138386,False,False
CGNL1,2.8471048,0.87272334,0.87272334,False,False
DBN1,3.2692072,0.83231914,0.83231914,False,False
GNL3,5.9131246,0.7312252,0.7312252,False,False
TMEM150C,2.8115094,0.72720015,0.72720015,False,False
FGL2,6.9411087,1.0792443,1.0792443,False,False
MYB,5.5963116,1.1509303,1.1509303,False,False
ALOX5AP,3.077358,0.8544063,0.8544063,False,False
IGFBP6,2.5010967,0.9865619,0.9865619,False,False
TMPRSS2,8.257245,1.3457351,1.3457351,False,False
KIF5C,2.5352848,1.3035605,1.3035605,False,False
LRIG1,5.853098,0.9070712,0.9070712,False,False
ADORA2A,1.8757639,0.8833986,0.8833986,False,False
HECW2,2.3436897,0.85811925,0.85811925,False,False
PC,4.797097,0.76019025,0.76019025,False,False
ZC3H12D,4.0143943,0.7546811,0.7546811,False,False
GAA,5.0810003,0.67082065,0.67082065,False,False
ZMAT1,2.2315257,0.9151775,0.9151775,False,False
GALNT14,1.4609674,1.5491322,1.5491322,False,False
MAP9,2.3614697,0.9206506,0.9206506,False,False
ATP11A,4.4613523,0.96883583,0.96883583,False,False
TDRP,2.095407,0.92945033,0.92945033,False,False
PFKP,6.528301,0.65580785,0.65580785,False,False
PDK1,5.4019413,0.912492,0.912492,False,False
FABP5,5.128277,0.957192,0.957192,False,False
FAM3D,7.890566,1.4055178,1.4055178,False,False
