gene,train_mean_pre_zscore,train_std_pre_zscore,std_used,near_zero_std,residualized
AMPD3,3.7516937,0.71489066,0.71489066,False,False
AGR2,9.661847,1.4678252,1.4678252,False,False
SUCNR1,1.5520724,0.7190321,0.7190321,False,False
PITPNM3,3.992314,1.4272372,1.4272372,False,False
UHRF1,3.6166446,0.73045254,0.73045254,False,False
COBL,5.311999,1.1013625,1.1013625,False,False
VWDE,1.4718933,0.83377385,0.83377385,False,False
TSHZ2,2.9110763,0.8722007,0.8722007,False,False
SULF2,6.1538353,0.8769867,0.8769867,False,False
MPDZ,3.374257,0.9886186,0.9886186,False,False
SMAD7,4.8264885,0.9190003,0.9190003,False,False
EAF2,3.3774567,0.9724637,0.9724637,False,False
NT5E,6.0995784,1.0015917,1.0015917,False,False
ATP2C2,6.4202013,1.3049731,1.3049731,False,False
ROR2,2.4405587,0.7941513,0.7941513,False,False
SWAP70,5.327241,0.77434194,0.77434194,False,False
SLC15A3,3.5067801,0.92856365,0.92856365,False,False
MVD,5.1630836,0.69088936,0.69088936,False,False
TACR2,1.0370332,0.6314078,0.6314078,False,False
HS6ST2,0.8699353,0.6493831,0.6493831,False,False
GPRC5B,2.6344962,0.7660498,0.7660498,False,False
KCNA2,1.5676847,0.87678224,0.87678224,False,False
PPP1R15A,4.8386493,0.9463773,0.9463773,False,False
TLR7,2.648104,0.8405721,0.8405721,False,False
ESRRG,2.158511,1.5083742,1.5083742,False,False
FGFR4,4.703779,0.84711784,0.84711784,False,False
GULP1,3.951781,1.1051304,1.1051304,False,False
ITGA11,2.6014042,0.7420271,0.7420271,False,False
ATOH1,4.908803,1.0475404,1.0475404,False,False
ALDH3A1,2.4020858,1.0815755,1.0815755,False,False
CADM3,1.8670921,0.96766186,0.96766186,False,False
PRKCH,4.6884346,0.8776338,0.8776338,False,False
EMCN,2.8121295,0.82588667,0.82588667,False,False
CDC42EP2,2.8704715,0.94941485,0.94941485,False,False
KIF26B,1.5489167,0.7867514,0.7867514,False,False
PSTPIP2,3.0485065,0.6882457,0.6882457,False,False
CLGN,1.0049764,0.64857477,0.64857477,False,False
WNK4,3.8315022,1.010788,1.010788,False,False
SPIRE2,4.695699,0.787242,0.787242,False,False
PTPRZ1,0.88537204,0.57441944,0.57441944,False,False
CYGB,3.7215984,0.8998876,0.8998876,False,False
PLK3,2.6047988,0.8169156,0.8169156,False,False
RBM24,1.4501187,1.2431768,1.2431768,False,False
GALNT6,5.0870514,0.9795216,0.9795216,False,False
TMEM150B,4.404049,1.1345364,1.1345364,False,False
GK,5.9682727,1.3681579,1.3681579,False,False
KLF4,7.2046514,1.1128541,1.1128541,False,False
LRRC25,2.3376582,0.8664782,0.8664782,False,False
IRAK2,2.9914224,0.9495382,0.9495382,False,False
PLA2G4F,4.566847,0.9815663,0.9815663,False,False
ADRA2A,3.64723,1.1365305,1.1365305,False,False
STARD8,2.1659057,0.71357596,0.71357596,False,False
C11orf21,1.2128211,0.8139157,0.8139157,False,False
ABCC13,3.2275376,0.96626294,0.96626294,False,False
SDK2,2.1711278,0.85017467,0.85017467,False,False
GLT8D2,2.5090988,0.7539643,0.7539643,False,False
NPL,3.2132943,0.7153611,0.7153611,False,False
PTPRU,1.815627,0.888811,0.888811,False,False
BLNK,4.5306654,0.8673252,0.8673252,False,False
SLC29A1,3.1074662,0.89858836,0.89858836,False,False
NHSL2,2.1425965,0.86381793,0.86381793,False,False
GPRC5A,7.038632,1.3521564,1.3521564,False,False
CYSLTR1,2.7480006,0.84699535,0.84699535,False,False
VSNL1,1.9032812,1.0983611,1.0983611,False,False
ANK3,6.082932,1.1287605,1.1287605,False,False
FCGRT,7.9301233,0.7970972,0.7970972,False,False
LST1,2.6348586,1.011895,1.011895,False,False
PTCHD1,1.1954582,0.7288742,0.7288742,False,False
ZNF521,2.6138556,0.814881,0.814881,False,False
NEBL,4.878927,1.2095474,1.2095474,False,False
RAB8B,5.407127,0.9949661,0.9949661,False,False
REP15,4.794897,1.0554001,1.0554001,False,False
PLEKHN1,0.8046764,0.5275214,0.5275214,False,False
TINAG,4.0156655,1.0155507,1.0155507,False,False
CYP27B1,1.1518137,0.55048037,0.55048037,False,False
ANGPT1,2.2289848,0.8582694,0.8582694,False,False
PAM,6.053057,0.87022805,0.87022805,False,False
PIWIL2,2.5628648,0.8786716,0.8786716,False,False
SLC29A4,2.3418427,0.94778734,0.94778734,False,False
CDH1,8.8893795,1.3353666,1.3353666,False,False
LIPA,6.9068522,1.3393099,1.3393099,False,False
SLC6A12,1.439202,0.90280735,0.90280735,False,False
PRKAA2,2.6727347,1.369234,1.369234,False,False
GSDMB,6.0921397,0.80544764,0.80544764,False,False
NLRP7,0.85430855,0.5540758,0.5540758,False,False
SLC6A8,6.3795404,1.1474197,1.1474197,False,False
HSPA13,5.158097,0.93690664,0.93690664,False,False
WFS1,3.613202,0.7895272,0.7895272,False,False
CRYL1,6.362254,0.96356875,0.96356875,False,False
DNAJC5B,0.9016753,0.61039287,0.61039287,False,False
TRAFD1,5.2549777,0.62566495,0.62566495,False,False
TJP3,6.8593903,0.95280844,0.95280844,False,False
CPED1,4.1695814,1.0392231,1.0392231,False,False
TM4SF18,2.1470163,0.77571523,0.77571523,False,False
TENM2,0.81593144,0.5393696,0.5393696,False,False
NR1I2,5.763823,1.2199694,1.2199694,False,False
EGF,2.4606972,1.2077692,1.2077692,False,False
RILPL2,2.7852674,0.80668336,0.80668336,False,False
MST1R,5.3889327,0.84493774,0.84493774,False,False
ABHD6,4.9934363,1.0917109,1.0917109,False,False
RHBDL2,3.5544195,1.8351951,1.8351951,False,False
OGFRL1,4.701636,0.78679806,0.78679806,False,False
LAMP5,0.8924051,0.5416804,0.5416804,False,False
PLEKHA2,5.5970483,0.71458644,0.71458644,False,False
SLC37A4,5.6426215,1.0588646,1.0588646,False,False
DIO3,1.0053823,0.9023499,0.9023499,False,False
KIF1A,1.0711203,0.78782,0.78782,False,False
COL24A1,1.4299451,0.8495536,0.8495536,False,False
TMEM139,4.386668,1.00044,1.00044,False,False
ARHGEF34P,4.54772,1.0031475,1.0031475,False,False
FREM1,3.3864849,1.9189708,1.9189708,False,False
KLF7,3.7700086,0.9969252,0.9969252,False,False
EFEMP2,3.0345018,0.8886613,0.8886613,False,False
MMP11,2.3418207,0.8054435,0.8054435,False,False
ABCD1,4.00727,1.0499703,1.0499703,False,False
DZIP1,2.561508,0.79283756,0.79283756,False,False
MPZL2,5.4969263,1.2920884,1.2920884,False,False
ANO1,2.9822786,1.08164,1.08164,False,False
NCAPH,3.2430182,0.7372662,0.7372662,False,False
CTSF,3.1111734,0.79915917,0.79915917,False,False
KIF23,3.6230118,0.77975374,0.77975374,False,False
MAPK11,1.8871747,0.9484895,0.9484895,False,False
EPB41L2,6.30544,0.84804034,0.84804034,False,False
HS3ST3B1,3.0347342,0.8876652,0.8876652,False,False
ZNF704,5.883118,1.1952362,1.1952362,False,False
CMPK2,3.847381,0.9685243,0.9685243,False,False
ARSJ,3.0558765,1.4241039,1.4241039,False,False
TSPAN33,3.611209,0.83593905,0.83593905,False,False
SREBF1,5.7620707,0.72152257,0.72152257,False,False
KIF2C,3.677982,0.6578115,0.6578115,False,False
BCL6B,2.054225,0.79480135,0.79480135,False,False
HNF1A,3.8966708,0.9618892,0.9618892,False,False
TMEM184A,5.66448,0.8124354,0.8124354,False,False
ZDHHC11B,2.267995,1.221144,1.221144,False,False
SULT1C3,1.2921585,0.96795994,0.96795994,False,False
C1orf210,4.814174,0.9305017,0.9305017,False,False
PRC1,4.6594405,0.8392348,0.8392348,False,False
AURKB,2.9896443,0.80381304,0.80381304,False,False
CD3G,2.3422332,0.99989265,0.99989265,False,False
PTPRF,8.429304,1.1454419,1.1454419,False,False
GLRX,5.6518397,1.0349178,1.0349178,False,False
C19orf38,1.2121371,0.66093546,0.66093546,False,False
TGIF2,3.0171094,0.7763639,0.7763639,False,False
ID1,6.953669,0.85801685,0.85801685,False,False
NXF3,0.93737453,0.8630916,0.8630916,False,False
COL11A2,1.0203009,0.61855286,0.61855286,False,False
CIB2,2.9455647,1.0766028,1.0766028,False,False
PSMB10,6.655134,0.6492282,0.6492282,False,False
IQGAP3,4.363009,0.9352111,0.9352111,False,False
ITGA3,6.8977365,0.7787991,0.7787991,False,False
CKS2,4.169367,0.6826648,0.6826648,False,False
HR,5.1313667,0.9634391,0.9634391,False,False
MAP3K6,3.7729366,0.7281862,0.7281862,False,False
PSMB8,6.89461,0.5918856,0.5918856,False,False
NUAK1,2.6877694,0.73641795,0.73641795,False,False
CNTRL,4.7452154,0.952815,0.952815,False,False
TNFRSF18,1.977995,0.9549581,0.9549581,False,False
ANP32E,4.789599,0.73829794,0.73829794,False,False
CKMT1B,5.736031,1.1687506,1.1687506,False,False
ARHGEF15,1.5755903,0.81592304,0.81592304,False,False
SEMA3A,2.9256117,0.9477624,0.9477624,False,False
MXD1,7.220706,1.0676852,1.0676852,False,False
ANGPTL1,3.330258,1.020237,1.020237,False,False
PTPRO,4.3154635,1.5282798,1.5282798,False,False
PPL,4.2058277,0.8994048,0.8994048,False,False
SPINT1,7.5139885,0.9622335,0.9622335,False,False
LMO2,2.8143406,0.7866766,0.7866766,False,False
PODN,2.153448,0.893789,0.893789,False,False
CHODL,1.1407833,0.6824914,0.6824914,False,False
PDK2,4.485211,1.0548562,1.0548562,False,False
SMPD3,6.0015564,1.1683449,1.1683449,False,False
GNAI1,4.2301927,0.7963786,0.7963786,False,False
CAPG,6.056862,0.7920891,0.7920891,False,False
BLVRA,2.8565,0.8702541,0.8702541,False,False
PCDH19,2.0641718,0.9140907,0.9140907,False,False
HSPA1B,7.5550847,0.9745628,0.9745628,False,False
FUOM,4.2464004,1.1458459,1.1458459,False,False
SORCS1,1.7896088,0.792249,0.792249,False,False
LIN7A,2.2993846,1.2685163,1.2685163,False,False
CKMT1A,5.635265,1.1906167,1.1906167,False,False
ADAMTSL4,2.872864,0.8236802,0.8236802,False,False
HLF,2.1373312,0.9080109,0.9080109,False,False
CDR2L,2.63121,1.3814694,1.3814694,False,False
UBASH3B,3.2133355,0.77784216,0.77784216,False,False
SNX29,4.5362024,0.7695284,0.7695284,False,False
SCEL,1.6918325,1.3581815,1.3581815,False,False
COL27A1,3.1916726,0.9719255,0.9719255,False,False
RASSF10,1.4150212,1.0933703,1.0933703,False,False
PDIA4,8.015882,0.8684382,0.8684382,False,False
GIPC2,6.039079,1.0728803,1.0728803,False,False
IGHJ2,1.8421377,1.4709263,1.4709263,False,False
SLC16A14,2.961919,1.1500466,1.1500466,False,False
DNASE2,4.702183,0.6386245,0.6386245,False,False
CACNA1C,2.6461518,0.786054,0.786054,False,False
PRKACB,7.2413893,1.3289069,1.3289069,False,False
RBP4,1.7298582,0.9642439,0.9642439,False,False
GIMAP1,3.1977262,0.85389376,0.85389376,False,False
BATF3,1.0160457,0.7132286,0.7132286,False,False
EPHA10,4.7385483,1.07891,1.07891,False,False
SEMA4C,4.1103363,0.7483026,0.7483026,False,False
EGFLAM,1.5303605,0.7556241,0.7556241,False,False
DMRT2,1.2305936,0.84149003,0.84149003,False,False
DENND3,4.7580194,0.80592024,0.80592024,False,False
NR2F1,2.0062003,0.8077092,0.8077092,False,False
PDIA2,1.2763938,1.0515733,1.0515733,False,False
BMP7,2.2570255,0.8907146,0.8907146,False,False
CDC14A,4.735158,1.0488725,1.0488725,False,False
WNT2B,3.8966966,0.77682364,0.77682364,False,False
TTYH3,4.9779215,0.97522724,0.97522724,False,False
KLK11,1.0009067,0.6740483,0.6740483,False,False
ADAMTSL3,2.0869374,0.92023,0.92023,False,False
FAM47E-STBD1,4.4518948,1.2685273,1.2685273,False,False
ACVRL1,6.809299,1.2264804,1.2264804,False,False
UPP1,4.294826,0.8553942,0.8553942,False,False
GATA6,5.48003,0.9427266,0.9427266,False,False
STS,4.8313355,0.9797578,0.9797578,False,False
PML,4.307477,0.9883444,0.9883444,False,False
SPRY4,3.852341,0.756959,0.756959,False,False
CES1,2.6547642,0.8169996,0.8169996,False,False
IRF5,3.3511155,0.77099526,0.77099526,False,False
UNC5D,2.023624,1.5752358,1.5752358,False,False
WDR17,1.2508141,0.63873094,0.63873094,False,False
BICD2,4.5987573,0.7942699,0.7942699,False,False
RAB34,3.1733654,0.8831347,0.8831347,False,False
SFMBT2,3.9464877,0.92729336,0.92729336,False,False
CHPF,5.0301127,0.8531718,0.8531718,False,False
TOP2A,6.3498564,1.0642364,1.0642364,False,False
MAB21L2,3.0021431,0.742551,0.742551,False,False
QSOX2,3.6459618,0.73794323,0.73794323,False,False
RSPO1,0.76272845,0.55554914,0.55554914,False,False
HDC,2.0296907,0.9594728,0.9594728,False,False
HES2,3.8032868,1.0855104,1.0855104,False,False
TSPAN2,2.3329058,0.7317036,0.7317036,False,False
TAT,1.0907786,0.726528,0.726528,False,False
CBL,4.926191,0.9010873,0.9010873,False,False
PACS1,3.8359687,1.0291595,1.0291595,False,False
LSS,5.8087254,0.8049028,0.8049028,False,False
CAV2,3.731927,0.7341493,0.7341493,False,False
TINAGL1,6.0577607,0.74875534,0.74875534,False,False
HSPA1A,7.304603,0.9600455,0.9600455,False,False
SLC25A10,5.149102,0.7865005,0.7865005,False,False
MLPH,5.7392077,0.94588023,0.94588023,False,False
PBX1,5.4734387,0.79298365,0.79298365,False,False
TNFRSF25,3.416579,0.7999592,0.7999592,False,False
MFAP2,1.1209781,0.81385213,0.81385213,False,False
CHRM3,3.186548,0.9441941,0.9441941,False,False
ADH4,1.3369246,0.7782586,0.7782586,False,False
PHF19,3.855238,0.5916368,0.5916368,False,False
NCDN,3.1496162,0.7529915,0.7529915,False,False
F10,1.8169613,1.0228767,1.0228767,False,False
EPHB4,5.2301965,0.8454155,0.8454155,False,False
ERN1,4.674934,0.72918725,0.72918725,False,False
GSN,8.767657,0.7931385,0.7931385,False,False
CCDC141,1.999724,1.2555073,1.2555073,False,False
AKR1B1,3.9535315,0.87248963,0.87248963,False,False
CYB5A,5.918469,1.0931209,1.0931209,False,False
COL9A1,1.128407,0.5431621,0.5431621,False,False
CLEC4A,1.9717696,0.7282743,0.7282743,False,False
H6PD,6.393866,0.7268849,0.7268849,False,False
TMEM98,6.326149,0.9525658,0.9525658,False,False
LOXL1,1.932545,0.92223126,0.92223126,False,False
CSPG4,3.2912042,1.0233799,1.0233799,False,False
ARHGAP24,3.2006402,0.9017763,0.9017763,False,False
BUB1B,3.8320527,0.81996906,0.81996906,False,False
TESC,1.5950968,0.87973887,0.87973887,False,False
ZSCAN18,3.9268193,0.65377665,0.65377665,False,False
IL17RE,4.8219323,0.77699643,0.77699643,False,False
MCM2,4.9112916,0.757213,0.757213,False,False
LATS2,3.2632005,0.7083462,0.7083462,False,False
ECT2,5.188118,0.9422708,0.9422708,False,False
SLC23A2,4.556315,0.7936223,0.7936223,False,False
HLX,2.0527275,0.8161478,0.8161478,False,False
ARHGEF10,3.1872978,0.7291813,0.7291813,False,False
MAGI2-AS3,2.7185197,0.8267869,0.8267869,False,False
DAB2,5.2776375,0.70828867,0.70828867,False,False
AGPAT4,3.1997519,1.0439429,1.0439429,False,False
HPSE2,2.2244284,0.822121,0.822121,False,False
UBE2E2,3.016131,0.9101017,0.9101017,False,False
SERPINA6,0.98059267,0.7952212,0.7952212,False,False
KLK15,1.6161302,1.2331796,1.2331796,False,False
FZD4,4.017648,0.74409866,0.74409866,False,False
ESYT1,6.1124516,0.7125679,0.7125679,False,False
SIGLEC9,1.3621302,0.63296336,0.63296336,False,False
MYCT1,2.1850917,0.71496314,0.71496314,False,False
ARRDC3,6.2420335,0.99329776,0.99329776,False,False
FAM225A,0.9856937,0.6200648,0.6200648,False,False
ADCY9,5.527894,0.8872236,0.8872236,False,False
GNB5,3.2524765,0.6938867,0.6938867,False,False
BICC1,3.199337,0.960133,0.960133,False,False
GNA11,7.9990253,0.9797078,0.9797078,False,False
AGAP2,2.7893865,0.8693147,0.8693147,False,False
IGSF3,5.622981,1.1405987,1.1405987,False,False
RARG,3.2471418,0.880062,0.880062,False,False
BAG3,3.631624,0.95396924,0.95396924,False,False
SMARCA1,3.1087074,0.7469043,0.7469043,False,False
MTNR1A,1.4532858,0.9620482,0.9620482,False,False
FAM107A,2.2149975,0.9434089,0.9434089,False,False
TENM3,1.5825461,0.78092456,0.78092456,False,False
BCL11A,3.5981877,0.72333586,0.72333586,False,False
HMGB2,5.98797,0.68610317,0.68610317,False,False
CCNB2,3.9465766,0.66268605,0.66268605,False,False
TP53INP1,5.8352675,0.82907903,0.82907903,False,False
ARHGAP44,4.95163,1.2055842,1.2055842,False,False
KIAA0040,4.8315177,0.62540877,0.62540877,False,False
LTBP3,4.075032,0.97543275,0.97543275,False,False
CHRNA3,1.4043509,0.76473254,0.76473254,False,False
GRIK3,1.4494308,0.71996653,0.71996653,False,False
TXLNB,1.6703786,0.79481256,0.79481256,False,False
ZNF107,3.7622013,0.84316,0.84316,False,False
SGCE,2.9480946,0.7487016,0.7487016,False,False
GPR174,3.1594522,1.1979334,1.1979334,False,False
SASH1,4.706205,0.73579,0.73579,False,False
NDN,3.614032,0.7856269,0.7856269,False,False
MSMO1,6.2049856,0.9974426,0.9974426,False,False
SYT7,3.8123984,0.8720425,0.8720425,False,False
B3GNT3,6.3083873,1.1965168,1.1965168,False,False
PTPRT,1.1669297,0.678531,0.678531,False,False
TPPP3,2.2130814,1.0476135,1.0476135,False,False
MAL,1.1589782,0.7764323,0.7764323,False,False
RGS18,2.5329704,0.8190214,0.8190214,False,False
KIFC1,3.6754982,0.6744641,0.6744641,False,False
SLC39A8,6.6302047,1.3348755,1.3348755,False,False
HAS2,3.2245812,0.9392255,0.9392255,False,False
DPP7,4.924555,0.80455154,0.80455154,False,False
SCPEP1,5.0996614,0.96480274,0.96480274,False,False
SNHG18,4.306822,0.6789742,0.6789742,False,False
PKN1,4.7016854,0.9887906,0.9887906,False,False
BTNL9,1.7765181,0.8378168,0.8378168,False,False
SLC22A23,6.2828507,0.9512527,0.9512527,False,False
FGF2,2.874879,0.8925238,0.8925238,False,False
PAPPA2,2.078058,1.4311998,1.4311998,False,False
GATA2,1.9745065,0.74584824,0.74584824,False,False
KCNJ2,4.3828864,1.3202068,1.3202068,False,False
SEMA6A,5.800231,0.96352166,0.96352166,False,False
PPM1M,3.2292185,0.7183248,0.7183248,False,False
KCNMB1,1.5258512,0.83279186,0.83279186,False,False
IL17RA,4.866552,0.63686705,0.63686705,False,False
CAMK2N1,6.7422004,0.9982842,0.9982842,False,False
CYLD,6.1873617,0.82397383,0.82397383,False,False
HSPA2,4.5645185,1.0142621,1.0142621,False,False
GIMAP2,3.8066792,0.8000134,0.8000134,False,False
SSR4,7.1203246,0.71110886,0.71110886,False,False
CACFD1,5.7344823,0.68426615,0.68426615,False,False
CBLN2,1.3485304,0.8016273,0.8016273,False,False
CKAP4,6.185974,0.8544045,0.8544045,False,False
MR1,4.1069894,0.7314902,0.7314902,False,False
NIN,5.8848557,0.92188984,0.92188984,False,False
F2RL3,1.9062192,0.74916995,0.74916995,False,False
PHLDB2,3.8660915,0.82885706,0.82885706,False,False
ZBTB10,5.1535215,1.5196195,1.5196195,False,False
NPY1R,1.9957092,1.1739107,1.1739107,False,False
C16orf89,1.5926502,0.8033136,0.8033136,False,False
PPP1R16A,5.53908,0.80745304,0.80745304,False,False
RAMP2,1.4338905,1.0398849,1.0398849,False,False
PTTG1,3.7655358,0.67728984,0.67728984,False,False
STARD10,6.6053047,1.0835164,1.0835164,False,False
GZMM,1.7847794,0.9275606,0.9275606,False,False
FAM167B,1.0299821,0.821668,0.821668,False,False
FBXO32,5.2514205,0.88090026,0.88090026,False,False
VAT1L,2.2826881,0.7975787,0.7975787,False,False
ADORA2B,3.6904314,1.4989859,1.4989859,False,False
ADPRH,2.4682043,0.7780029,0.7780029,False,False
RASIP1,1.8249947,0.89216655,0.89216655,False,False
AR,1.3647938,0.7745411,0.7745411,False,False
RGMB,5.80207,0.9859992,0.9859992,False,False
WWC3,4.5501666,0.7620837,0.7620837,False,False
OCLN,6.004846,1.2163092,1.2163092,False,False
CD82,5.2735014,1.1986258,1.1986258,False,False
PBXIP1,6.455326,0.73487407,0.73487407,False,False
PDPR,5.2405033,0.76363236,0.76363236,False,False
CGN,6.9672565,1.1098975,1.1098975,False,False
CDYL2,3.7045882,1.0273334,1.0273334,False,False
LINC00426,1.1095711,0.6816108,0.6816108,False,False
ARHGEF16,5.994671,0.81774086,0.81774086,False,False
PANK1,5.092843,0.9538262,0.9538262,False,False
ST6GALNAC1,7.8448296,1.342873,1.342873,False,False
UCHL1,1.0817517,0.8125516,0.8125516,False,False
SLC7A1,5.637733,0.85135114,0.85135114,False,False
TMEM171,4.590977,1.121545,1.121545,False,False
COLEC11,0.97774124,0.67526674,0.67526674,False,False
BDKRB2,4.8660226,0.7132624,0.7132624,False,False
FMNL2,4.5340285,0.87493443,0.87493443,False,False
CLIP4,3.3763196,0.9501158,0.9501158,False,False
NDUFB7,6.0239534,0.6760903,0.6760903,False,False
CD160,1.6673348,0.8309014,0.8309014,False,False
SEMA5A,6.4334083,1.2145771,1.2145771,False,False
PTPN22,3.7979157,0.91017896,0.91017896,False,False
HNF4A,7.5213604,1.2004166,1.2004166,False,False
PMAIP1,2.4513938,0.71311146,0.71311146,False,False
TRAM2,5.643348,0.80505556,0.80505556,False,False
NR1D2,5.568886,0.88514924,0.88514924,False,False
PEPD,6.108515,1.5203086,1.5203086,False,False
SRGAP2,3.42317,0.66312724,0.66312724,False,False
PAMR1,2.5129888,0.8172157,0.8172157,False,False
ELOVL6,5.2319417,1.2680078,1.2680078,False,False
AGR3,6.229014,1.0939606,1.0939606,False,False
HK1,5.952203,0.99487734,0.99487734,False,False
SLC25A37,5.268233,0.78577894,0.78577894,False,False
ST3GAL2,4.449463,0.7881389,0.7881389,False,False
RAB39B,1.3713611,0.6902215,0.6902215,False,False
TMC6,5.978726,0.8060999,0.8060999,False,False
TMPRSS4,7.046055,1.212689,1.212689,False,False
PLK2,4.5643187,0.77907735,0.77907735,False,False
MAN1C1,2.754714,0.7827679,0.7827679,False,False
PHACTR1,2.725622,0.8454945,0.8454945,False,False
ST6GALNAC5,1.22355,0.7168782,0.7168782,False,False
IRF8,5.887192,0.78379744,0.78379744,False,False
NCF1B,2.2991862,1.0735339,1.0735339,False,False
CDC42EP3,4.601176,0.7086808,0.7086808,False,False
GPC1,3.4272304,0.7719029,0.7719029,False,False
ADAM23,1.5173697,0.6576086,0.6576086,False,False
CALHM2,2.7098455,0.7107125,0.7107125,False,False
OSBPL3,4.590109,0.86662626,0.86662626,False,False
FGF14,0.8003894,0.5193882,0.5193882,False,False
CTSW,1.7745937,0.8663146,0.8663146,False,False
IL34,2.5385811,0.83189905,0.83189905,False,False
SLC16A2,1.9820386,0.761627,0.761627,False,False
ARHGAP28,2.4116008,0.7770343,0.7770343,False,False
CLEC3B,3.1120856,1.0739758,1.0739758,False,False
ZNF469,2.1920798,0.8630934,0.8630934,False,False
TGFB1I1,3.019527,0.9087534,0.9087534,False,False
MITF,2.830782,0.7239285,0.7239285,False,False
ADAMTS10,2.2304158,0.968562,0.968562,False,False
ST6GALNAC4,4.0397353,1.0638696,1.0638696,False,False
ECSCR,2.1201177,0.8650185,0.8650185,False,False
ITM2C,9.195194,1.455092,1.455092,False,False
OVOL1,5.1190395,1.0892487,1.0892487,False,False
HTR4,3.0601568,1.1220906,1.1220906,False,False
TCIRG1,6.4703674,0.7866192,0.7866192,False,False
DNAJB9,5.241194,0.84745187,0.84745187,False,False
NETO2,3.3571463,1.262257,1.262257,False,False
CASP4,5.183186,0.86062485,0.86062485,False,False
LIPH,6.4979906,1.3506249,1.3506249,False,False
CPA6,1.8579115,1.3537182,1.3537182,False,False
IPCEF1,2.5974092,0.822937,0.822937,False,False
PRR15L,7.5437784,1.109614,1.109614,False,False
NAT2,4.0826626,0.97346133,0.97346133,False,False
MELK,3.7311034,0.7830446,0.7830446,False,False
SLC16A5,4.724977,0.9127201,0.9127201,False,False
VASH2,1.2282712,0.5920056,0.5920056,False,False
ZNF366,2.3813248,0.76316905,0.76316905,False,False
DTNA,2.1136026,0.8233503,0.8233503,False,False
RCAN3,4.6972103,0.719207,0.719207,False,False
PRKD3,5.296746,0.83967084,0.83967084,False,False
VILL,7.076713,0.7390983,0.7390983,False,False
TRABD2A,5.8810134,1.1394504,1.1394504,False,False
NPR1,1.8271927,0.7942808,0.7942808,False,False
SERINC2,6.44007,1.22238,1.22238,False,False
EPN3,3.3597107,1.0894043,1.0894043,False,False
NYNRIN,4.332113,0.7781881,0.7781881,False,False
EPDR1,3.317029,0.9061732,0.9061732,False,False
P4HA1,5.2593746,0.7766387,0.7766387,False,False
SYDE1,2.1579845,0.78460276,0.78460276,False,False
PMEPA1,4.693405,0.7699618,0.7699618,False,False
SLCO3A1,2.8589768,0.78914917,0.78914917,False,False
RCN3,3.3715634,0.89467865,0.89467865,False,False
GRIK2,1.1630307,0.826071,0.826071,False,False
ETHE1,7.3202157,1.1353279,1.1353279,False,False
VANGL2,2.8530931,0.9635921,0.9635921,False,False
DQX1,4.42178,0.95425344,0.95425344,False,False
SLC9A7,3.3742206,1.1079568,1.1079568,False,False
CNKSR3,5.123914,1.0546837,1.0546837,False,False
GRIN3A,1.9343936,0.7915057,0.7915057,False,False
RPL22L1,4.0292273,0.69767976,0.69767976,False,False
TIFAB,2.140044,0.83739084,0.83739084,False,False
CD300LF,2.2192383,0.7298658,0.7298658,False,False
SPPL2B,5.8659596,0.67595744,0.67595744,False,False
MYBL1,2.2425787,0.832108,0.832108,False,False
PGM2L1,4.493006,1.0570418,1.0570418,False,False
CBX2,1.1047918,0.59372807,0.59372807,False,False
ROS1,1.5882955,0.8810626,0.8810626,False,False
RUSC2,2.84392,0.7370602,0.7370602,False,False
LYPD6B,1.3145688,0.8616226,0.8616226,False,False
CDCA7,5.2223544,0.8869801,0.8869801,False,False
PHGDH,2.3742912,0.8715884,0.8715884,False,False
PDCD4,7.9192204,0.9973558,0.9973558,False,False
ENAH,5.3227043,0.7943026,0.7943026,False,False
FAM3C,6.078546,1.2334507,1.2334507,False,False
TSPAN7,4.796287,1.2298346,1.2298346,False,False
FOXA3,4.7667184,0.7534445,0.7534445,False,False
SPEG,2.1482058,1.0248698,1.0248698,False,False
PIM1,5.1291533,0.63196474,0.63196474,False,False
SDS,1.8916417,0.9111534,0.9111534,False,False
PLCG1,5.3812494,0.60804933,0.60804933,False,False
REL,5.022318,0.8662205,0.8662205,False,False
GNE,7.0622563,1.4955143,1.4955143,False,False
PEX6,4.919151,0.642687,0.642687,False,False
MCM6,4.8976393,0.72183233,0.72183233,False,False
TTLL6,3.254601,1.0068612,1.0068612,False,False
PRICKLE1,2.2416527,0.72880673,0.72880673,False,False
KLRD1,2.4173732,0.85613143,0.85613143,False,False
APBA2,2.183417,0.88194984,0.88194984,False,False
PALLD,5.9848223,0.7825607,0.7825607,False,False
CDCA5,3.1118045,0.7626877,0.7626877,False,False
DENND4B,4.624262,0.66226745,0.66226745,False,False
TTYH2,2.2435756,0.7489753,0.7489753,False,False
PSME2,6.7728267,0.9976934,0.9976934,False,False
MFSD12,4.2985196,0.7562229,0.7562229,False,False
ESRP1,6.6932235,1.2904027,1.2904027,False,False
NREP,3.6102772,0.6817724,0.6817724,False,False
NFE2L3,4.8893805,0.86906296,0.86906296,False,False
ZHX2,3.6984355,0.77956504,0.77956504,False,False
SYT13,5.635925,1.0486753,1.0486753,False,False
KIF20A,3.604019,0.7917163,0.7917163,False,False
OGDHL,1.3982656,0.6594541,0.6594541,False,False
RUNDC3B,3.2292032,1.0160294,1.0160294,False,False
GPM6A,0.9753994,0.6415609,0.6415609,False,False
UCN3,1.6647848,0.798703,0.798703,False,False
